HPO_ID	term_id	name	N_OMIM_diseases_with_term	frac_OMIM_diseases_with_term	N_Orpha_diseases_with_term	frac_Orpha_diseases_with_term
HP:0500031	500031	Sclerosis of the carpal bones	0	0	0	0
HP:0500032	500032	Abnormal neuron branching	0	0	1	0.0002
HP:0500033	500033	Abnormal natural killer subset distribution	0	0	0	0
HP:0500034	500034	Nasolacrimal sac obstruction	0	0	0	0
HP:0500035	500035	Nasolacrimal sac granuloma	0	0	1	0.0002
HP:0500036	500036	Nasolacrimal sac papilloma	0	0	0	0
HP:0500037	500037	Nasolacrimal sac epithelial papillary carcinoma	0	0	0	0
HP:0500039	500039	Conjunctival cicatrization	0	0	0	0
HP:0500040	500040	Dermolipoma of the conjunctiva	0	0	0	0
HP:0500041	500041	Myopic astigmatism	7	0.0008	1	0.0002
HP:0500042	500042	Latent hypermetropia	0	0	0	0
HP:0500043	500043	Eyelid retraction	1	0.0001	1	0.0002
HP:0500044	500044	Upper eyelid retraction	0	0	0	0
HP:0500045	500045	Collier's sign	0	0	0	0
HP:0500046	500046	Seborrhoeic blepharitis	0	0	2	0.0005
HP:0500047	500047	Nasolacrimal sac lymphoma	0	0	0	0
HP:0500048	500048	Delayed canalization of nasolacrimal duct	0	0	0	0
HP:0500049	500049	Retinopathy of prematurity	2	0.0002	3	0.0007
HP:0500050	500050	Retinopathy of prematurity stage 1	0	0	0	0
HP:0500051	500051	Retinopathy of prematurity stage 2	0	0	0	0
HP:0500052	500052	Retinopathy of prematurity stage 3	0	0	0	0
HP:0500053	500053	Retinopathy of prematurity stage 4	0	0	0	0
HP:0500054	500054	Retinopathy of prematurity stage 4a	0	0	0	0
HP:0500055	500055	Retinopathy of prematurity stage 4b	0	0	0	0
HP:0500056	500056	Retinopathy of prematurity stage 5	0	0	0	0
HP:0500057	500057	Retinopathy of prematurity stage 5a	0	0	0	0
HP:0500058	500058	Retinopathy of prematurity stage 5b	0	0	0	0
HP:0500059	500059	Retinopathy of prematurity zone I	0	0	0	0
HP:0500060	500060	Retinopathy of prematurity zone II	0	0	0	0
HP:0500061	500061	Retinopathy of prematurity zone III	0	0	0	0
HP:0500062	500062	Retinopathy of prematurity plus	0	0	0	0
HP:0500063	500063	Retinopathy of prematurity pre-plus	0	0	0	0
HP:0500064	500064	Retinopathy of prematurity threshold	0	0	0	0
HP:0500065	500065	Retinopathy of prematurity prethreshold	0	0	0	0
HP:0500066	500066	Latent myopia	0	0	0	0
HP:0500069	500069	Paralytic ectropion	0	0	0	0
HP:0500070	500070	Conjunctival dermolipoma	1	0.0001	0	0
HP:0500072	500072	Absolute eccentric fixation	0	0	0	0
HP:0500073	500073	Abnormal ocular alignment	0	0	0	0
HP:0500074	500074	Dissociated vertical deviation	0	0	0	0
HP:0500075	500075	Dissociated horizontal deviation	0	0	0	0
HP:0500076	500076	Alternating hypertropia	0	0	0	0
HP:0500077	500077	Alternating hyperphoria	0	0	0	0
HP:0500078	500078	Alternating hypotropia	0	0	0	0
HP:0500079	500079	Alternating hypophoria	0	0	0	0
HP:0500081	500081	Pseudophakia	0	0	1	0.0002
HP:0500086	500086	Optic nerve gray crescent	0	0	0	0
HP:0500087	500087	Peripapillary atrophy	12	0.0014	2	0.0005
HP:0500088	500088	Foveal depigmentation	0	0	0	0
HP:0500089	500089	Optic nerve sheath meningioma	1	0.0001	0	0
HP:0500090	500090	Periocular capillary hemangioma	0	0	0	0
HP:0500091	500091	Lymphangioma of the orbit	0	0	0	0
HP:0500092	500092	Orbital rhabdomyosarcoma	0	0	0	0
HP:0500093	500093	Food allergy	17	0.0020	2	0.0005
HP:0500094	500094	Latex allergy	0	0	0	0
HP:0500095	500095	Food-induced anaphylaxis	0	0	1	0.0002
HP:0500096	500096	Venom-induced anaphylaxis	0	0	0	0
HP:0500097	500097	Stool xenobiotic	0	0	0	0
HP:0500098	500098	Meconium xenobiotic	0	0	0	0
HP:0500099	500099	Hair xenobiotic	0	0	0	0
HP:0500100	500100	Plasma/serum xenobiotic	0	0	0	0
HP:0500101	500101	Gastric fluid xenobiotic	0	0	0	0
HP:0500104	500104	Decreased diastolic blood pressure	0	0	0	0
HP:0500105	500105	Decreased systolic blood pressure	0	0	0	0
HP:0500106	500106	Isolated systolic hypertension	0	0	0	0
HP:0500107	500107	Isolated diastolic hypotension	0	0	0	0
HP:0500108	500108	Positive urine cocaine test	0	0	0	0
HP:0500109	500109	Positive urine barbiturate test	0	0	0	0
HP:0500110	500110	Positive urine cannabinoid test	0	0	0	0
HP:0500111	500111	Positive urine benzodiazepines test	0	0	0	0
HP:0500112	500112	Positive urine amphetamine test	0	0	0	0
HP:0500113	500113	Positive urine opioid test	0	0	0	0
HP:0500114	500114	Abnormal stool urobilinogen concentration	0	0	0	0
HP:0500115	500115	Increased stool urobilinogen concentration	0	0	1	0.0002
HP:0500116	500116	Positive blood barbiturate test	0	0	0	0
HP:0500117	500117	Abnormal CSF urate concentration	0	0	0	0
HP:0500132	500132	Hypovalinemia	1	0.0001	0	0
HP:0500133	500133	Hypotyrosinemia	0	0	0	0
HP:0500134	500134	Hypertryptophanemia	1	0.0001	0	0
HP:0500135	500135	Hypotryptophanemia	0	0	0	0
HP:0500136	500136	Hypothreoninemia	0	0	0	0
HP:0500138	500138	Hyperserinemia	0	0	0	0
HP:0500139	500139	Hypoprolinemia	1	0.0001	0	0
HP:0500140	500140	Decreased circulating hydroxyproline concentration	0	0	0	0
HP:0500141	500141	Hypophenylalaninemia	0	0	0	0
HP:0500142	500142	Hypolysinemia	1	0.0001	0	0
HP:0500143	500143	Hypoleucinemia	1	0.0001	0	0
HP:0500144	500144	Hypoisoleucinemia	1	0.0001	0	0
HP:0500145	500145	Hypohistidinemia	0	0	0	0
HP:0500147	500147	Hypoglutaminemia	2	0.0002	1	0.0002
HP:0500148	500148	Abnormal circulating glutamate concentration	0	0	0	0
HP:0500149	500149	Hyperglutamatemia	3	0.0004	1	0.0002
HP:0500150	500150	Hypoglutamatemia	0	0	0	0
HP:0500151	500151	Hypercystinemia	0	0	1	0.0002
HP:0500152	500152	Hypocystinemia	2	0.0002	0	0
HP:0500153	500153	Hyperargininemia	3	0.0004	0	0
HP:0500154	500154	Hypoalaninemia	0	0	0	0
HP:0500155	500155	Abnormal circulating asparagine concentration	0	0	0	0
HP:0500156	500156	Hyperasparaginemia	0	0	0	0
HP:0500157	500157	Hypoasparaginemia	1	0.0001	0	0
HP:0500158	500158	Abnormal circulating aspartic acid concentration	0	0	0	0
HP:0500159	500159	Increased circulating aspartic acid concentration	0	0	0	0
HP:0500160	500160	Abnormal circulating carnosine concentration	0	0	0	0
HP:0500161	500161	Increased circulating carnosine concentration	0	0	0	0
HP:0500162	500162	Decreased circulating carnosine concentration	0	0	0	0
HP:0500163	500163	Hypoornithinemia	3	0.0004	1	0.0002
HP:0500164	500164	Abnormal blood carbon dioxide level	0	0	0	0
HP:0500165	500165	Abnormal blood oxygen level	0	0	0	0
HP:0500166	500166	Abnormal circulating gastrin concentration	0	0	0	0
HP:0500167	500167	Hypergastrinemia	2	0.0002	2	0.0005
HP:0500170	500170	Abnormal concentration of acylcarnitine in the urine	0	0	3	0.0007
HP:0500173	500173	Reflex asystolic syncope	0	0	1	0.0002
HP:0500180	500180	Abnormal circulating amino sulfonic acid concentration	0	0	0	0
HP:0500181	500181	Hypertaurinemia	2	0.0002	1	0.0002
HP:0500182	500182	Hypotaurinemia	1	0.0001	0	0
HP:0500183	500183	Abnormal CSF carboxylic acid concentration	0	0	0	0
HP:0500184	500184	Abnormal CSF amino acid concentration	0	0	0	0
HP:0500185	500185	Abnormal CSF branched chain amino acid concentration	0	0	0	0
HP:0500186	500186	Abnormal CSF valine concentration	0	0	0	0
HP:0500187	500187	Increased CSF valine concentration	1	0.0001	0	0
HP:0500188	500188	Decreased CSF valine concentration	1	0.0001	0	0
HP:0500189	500189	Abnormal CSF leucine concentration	0	0	0	0
HP:0500190	500190	Decreased CSF leucine concentration	1	0.0001	0	0
HP:0500191	500191	Increased CSF leucine concentration	1	0.0001	0	0
HP:0500192	500192	Abnormal CSF isoleucine concentration	0	0	0	0
HP:0500193	500193	Increased CSF isoleucine concentration	1	0.0001	0	0
HP:0500194	500194	Decreased CSF isoleucine concentration	1	0.0001	0	0
HP:0500195	500195	Abnormal CSF glutamine family amino acid concentration	0	0	0	0
HP:0500196	500196	Abnormal CSF glutamine concentration	0	0	0	0
HP:0500197	500197	Increased CSF glutamine concentration	0	0	0	0
HP:0500198	500198	Decreased CSF glutamine concentration	2	0.0002	1	0.0002
HP:0500199	500199	Abnormal CSF glutamate concentration	0	0	0	0
HP:0500200	500200	Increased CSF glutamate concentration	1	0.0001	1	0.0002
HP:0500201	500201	Decreased CSF glutamate concentration	0	0	0	0
HP:0500202	500202	Abnormal CSF arginine concentration	0	0	0	0
HP:0500203	500203	Increased CSF arginine concentration	0	0	0	0
HP:0500204	500204	Decreased CSF arginine concentration	1	0.0001	1	0.0002
HP:0500205	500205	Abnormal CSF aspartate family amino acid concentration	0	0	0	0
HP:0500206	500206	Abnormal CSF lysine concentration	0	0	0	0
HP:0500207	500207	Decreased CSF lysine concentration	0	0	0	0
HP:0500208	500208	Increased CSF lysine concentration	2	0.0002	1	0.0002
HP:0500209	500209	Abnormal CSF methionine concentration	0	0	0	0
HP:0500210	500210	Increased CSF methionine concentration	1	0.0001	0	0
HP:0500211	500211	Abnormal CSF threonine concentration	0	0	0	0
HP:0500212	500212	Increased CSF threonine concentration	0	0	0	0
HP:0500213	500213	Decreased CSF threonine concentration	0	0	0	0
HP:0500214	500214	Abnormal CSF aromatic amino acid concentration	0	0	0	0
HP:0500215	500215	Abnormal CSF phenylalanine concentration	0	0	0	0
HP:0500216	500216	Abnormal CSF aspartate concentration	0	0	0	0
HP:0500217	500217	Increased CSF aspartate concentration	0	0	0	0
HP:0500218	500218	Abnormal CSF tryptophan concentration	0	0	0	0
HP:0500219	500219	Abnormal CSF tyrosine concentration	0	0	0	0
HP:0500220	500220	Increased CSF tyrosine concentration	0	0	0	0
HP:0500221	500221	Decreased CSF tyrosine concentration	0	0	0	0
HP:0500222	500222	Increased CSF tryptophan concentration	0	0	0	0
HP:0500223	500223	Increased CSF phenylalanine concentration	1	0.0001	0	0
HP:0500224	500224	Decreased CSF phenylalanine concentration	0	0	0	0
HP:0500225	500225	Abnormal CSF serine family amino acid concentration	0	0	0	0
HP:0500226	500226	Abnormal CSF serine concentration	0	0	0	0
HP:0500227	500227	Increased CSF serine concentration	0	0	0	0
HP:0500228	500228	Decreased CSF serine concentration	1	0.0001	0	0
HP:0500229	500229	Abnormal CSF glycine concentration	0	0	0	0
HP:0500230	500230	Increased CSF glycine concentration	6	0.0007	1	0.0002
HP:0500231	500231	Abnormal CSF pyruvate family amino acid concentration	0	0	5	0.0012
HP:0500232	500232	Abnormal CSF alanine concentration	0	0	0	0
HP:0500233	500233	Increased CSF alanine concentration	2	0.0002	1	0.0002
HP:0500234	500234	Decreased CSF alanine concentration	0	0	0	0
HP:0500235	500235	Abnormal CSF histidine concentration	0	0	0	0
HP:0500236	500236	Increased CSF histidine concentration	0	0	0	0
HP:0500237	500237	Decreased CSF histidine concentration	0	0	0	0
HP:0500238	500238	Abnormal CSF albumin concentration	0	0	0	0
HP:0500239	500239	Increased CSF albumin concentration	1	0.0001	0	0
HP:0500240	500240	Abnormal CSF carnosine concentration	0	0	0	0
HP:0500241	500241	Abnormal CSF homocarnosine concentration	0	0	0	0
HP:0500242	500242	Increased CSF homocarnosine concentration	0	0	0	0
HP:0500243	500243	Abnormal CSF ornithine concentration	0	0	1	0.0002
HP:0500244	500244	Increased CSF ornithine concentration	0	0	0	0
HP:0500245	500245	Abnormal CSF citrulline concentration	0	0	0	0
HP:0500246	500246	Increased CSF citrulline concentration	0	0	1	0.0002
HP:0500247	500247	Abnormal CSF alpha-aminobutyrate concentration	0	0	0	0
HP:0500248	500248	Increased CSF alpha-aminobutyrate concentration	0	0	0	0
HP:0500249	500249	Abnormal circulating ethanolamine concentration	0	0	0	0
HP:0500250	500250	Increased circulating ethanolamine concentration	0	0	0	0
HP:0500251	500251	Abnormal urine sebacic acid concentration	1	0.0001	0	0
HP:0500252	500252	Increased urine sebacic acid concentration	0	0	0	0
HP:0500253	500253	Increased level of gamma-aminobutyric acid in urine	1	0.0001	0	0
HP:0500254	500254	Abnormal urine hexanoylglycine concentration	0	0	0	0
HP:0500255	500255	Increased level of hexanoylglycine in urine	0	0	0	0
HP:0500256	500256	Abnormal urine isobutyrylglycine concentration	0	0	0	0
HP:0500257	500257	Increased urine isobutyrylglycine concentration	0	0	0	0
HP:0500258	500258	Abnormal carbon dioxide level in cord blood	0	0	0	0
HP:0500259	500259	Abnormal oxygen level in cord blood	0	0	0	0
HP:0500260	500260	Triggered by head trauma	0	0	0	0
HP:0500261	500261	Triggered by anesthetics	0	0	0	0
HP:0500262	500262	Atrichia	3	0.0004	1	0.0002
HP:0500263	500263	Abnormal helper T cell proportion	0	0	0	0
HP:0500264	500264	Increased helper T cell proportion	0	0	0	0
HP:0500265	500265	Increased proportion of CD8-positive, alpha-beta TEMRA T cells	2	0.0002	0	0
HP:0500266	500266	Decreased proportion of CD8-positive, alpha-beta TEMRA T cells	2	0.0002	0	0
HP:0500267	500267	Abnormal proportion of CD4-positive helper T cells	0	0	0	0
HP:0500269	500269	Abnormal proportion of gamma-delta T cells	0	0	0	0
HP:0500270	500270	Increased proportion of gamma-delta T cells	2	0.0002	0	0
HP:0500271	500271	Decreased proportion of gamma-delta T cells	2	0.0002	0	0
HP:0500272	500272	Abnormal proportion of immature gamma-delta T cells	0	0	0	0
HP:0500273	500273	Increased proportion of immature gamma-delta T cells	0	0	0	0
HP:0500274	500274	Decreased proportion of immature gamma-delta T cells	0	0	0	0
HP:0550003	550003	Proximal scleroderma	0	0	0	0
HP:0550004	550004	Verruca plana	2	0.0002	0	0
HP:0550005	550005	Bilateral basilar pulmonary fibrosis	0	0	0	0
HP:3000002	3000002	Abnormal inner ear epithelium morphology	0	0	0	0
HP:3000003	3000003	Abnormal mandibular ramus morphology	0	0	0	0
HP:3000004	3000004	Abnormal frontalis muscle physiology	0	0	0	0
HP:3000005	3000005	Abnormality of masseter muscle	0	0	3	0.0007
HP:3000006	3000006	Abnormality of medial pterygoid muscle	0	0	0	0
HP:3000007	3000007	Abnormality of mentalis muscle	0	0	1	0.0002
HP:3000008	3000008	Abnormality of mylohyoid muscle	0	0	0	0
HP:3000009	3000009	Abnormality of nasalis muscle	0	0	0	0
HP:3000010	3000010	Abnormality of orbicularis oris muscle	0	0	2	0.0005
HP:3000011	3000011	Abnormality of palatoglossus muscle	0	0	0	0
HP:3000012	3000012	Abnormality of palatopharyngeus muscle	0	0	0	0
HP:3000013	3000013	Abnormal platysma muscle morphology	0	0	0	0
HP:3000014	3000014	Abnormality of procerus muscle	0	0	0	0
HP:3000015	3000015	Abnormality of risorius muscle	0	0	0	0
HP:3000016	3000016	Abnormality of styloglossus muscle	0	0	0	0
HP:3000017	3000017	Abnormality of temporalis muscle	0	0	0	0
HP:3000018	3000018	Abnormality of zygomaticus major muscle	0	0	0	0
HP:3000019	3000019	Abnormal buccal mucosa morphology	0	0	1	0.0002
HP:3000020	3000020	Abnormality of zygomaticus minor muscle	0	0	0	0
HP:3000021	3000021	Abnormal buccal fat pad morphology	0	0	0	0
HP:3000022	3000022	Abnormality of cartilage of external ear	0	0	3	0.0007
HP:3000023	3000023	Abnormality of angular artery	0	0	0	0
HP:3000024	3000024	Abnormal facial artery morphology	0	0	0	0
HP:3000025	3000025	Abnormality of ciliary ganglion	0	0	0	0
HP:3000027	3000027	Abnormality of buccinator muscle	0	0	0	0
HP:3000028	3000028	Abnormality of depressor anguli oris muscle	0	0	0	0
HP:3000029	3000029	Abnormality of depressor labii inferioris	0	0	0	0
HP:3000030	3000030	Abnormal morphology of bony orbit of skull	0	0	3	0.0007
HP:3000031	3000031	Abnormality of anterior ethmoidal artery	0	0	0	0
HP:3000032	3000032	Abnormality of central retinal artery	0	0	1	0.0002
HP:3000033	3000033	Abnormal nasopharyngeal adenoid morphology	0	0	1	0.0002
HP:3000034	3000034	Abnormality nasal septum cartilage morphology	0	0	0	0
HP:3000035	3000035	Abnormality of cervical plexus	0	0	1	0.0002
HP:3000036	3000036	Abnormal head blood vessel morphology	0	0	0	0
HP:3000037	3000037	Abnormal neck blood vessel morphology	0	0	2	0.0005
HP:3000038	3000038	Abnormal cricoid cartilage morphology	0	0	1	0.0002
HP:3000039	3000039	Abnormality of dorsal nasal artery	0	0	0	0
HP:3000040	3000040	Abnormality of ethmoid sinus	0	0	1	0.0002
HP:3000041	3000041	Abnormality of external carotid artery	0	0	0	0
HP:3000042	3000042	Abnormal jugular vein morphology	0	0	3	0.0007
HP:3000043	3000043	Abnormal facial vein morphology	0	0	1	0.0002
HP:3000044	3000044	Abnormality of frontal process of maxilla	0	0	0	0
HP:3000045	3000045	Abnormality of genioglossus muscle	0	0	0	0
HP:3000046	3000046	Abnormal geniohyoid muscle morphology	0	0	0	0
HP:3000047	3000047	Abnormal glossopharyngeal nerve morphology	0	0	3	0.0007
HP:3000048	3000048	Abnormal great auricular nerve morphology	0	0	0	0
HP:3000049	3000049	Abnormal greater palatine artery morphology	0	0	0	0
HP:3000050	3000050	Abnormal odontoid tissue morphology	0	0	2	0.0005
HP:3000051	3000051	Abnormal hyoglossus muscle morphology	0	0	0	0
HP:3000052	3000052	Abnormal hyoid bone morphology	0	0	1	0.0002
HP:3000053	3000053	Abnormal hypopharynx morphology	0	0	0	0
HP:3000054	3000054	Abnormal inferior alveolar artery morphology	0	0	0	0
HP:3000055	3000055	Abnormality of inferior alveolar nerve	0	0	0	0
HP:3000056	3000056	Abnormality of artery of lower lip	0	0	0	0
HP:3000057	3000057	Abnormality of inferior oblique extraocular muscle	0	0	0	0
HP:3000058	3000058	Abnormality of inferior rectus extraocular muscle	0	0	0	0
HP:3000059	3000059	Abnormal inferior thyroid vein morphology	0	0	0	0
HP:3000060	3000060	Abnormal infraorbital artery morphology	0	0	0	0
HP:3000061	3000061	Abnormality of infra-orbital nerve	0	0	1	0.0002
HP:3000062	3000062	Abnormal internal carotid artery morphology	0	0	4	0.0009
HP:3000063	3000063	Abnormality of internal jugular vein	0	0	0	0
HP:3000064	3000064	Abnormality of intrinsic muscle of tongue	0	0	0	0
HP:3000065	3000065	Abnormal lacrimal artery morphology	0	0	0	0
HP:3000066	3000066	Abnormal lacrimal sac morphology	0	0	1	0.0002
HP:3000067	3000067	Abnormal lateral cricoarytenoid muscle morphology	0	0	0	0
HP:3000068	3000068	Abnormality of lateral pterygoid muscle	0	0	0	0
HP:3000069	3000069	Abnormality of lateral rectus extra-ocular muscle	0	0	0	0
HP:3000070	3000070	Abnormality of levator anguli oris	0	0	0	0
HP:3000071	3000071	Abnormality of levator labii superioris	0	0	0	0
HP:3000072	3000072	Abnormal levator palpebrae superioris morphology	0	0	0	0
HP:3000073	3000073	Abnormality of levator veli palatini muscle	0	0	0	0
HP:3000074	3000074	Abnormal lingual artery morphology	0	0	0	0
HP:3000075	3000075	Abnormal lingual nerve morphology	0	0	0	0
HP:3000076	3000076	Abnormality of lingual tonsil	0	0	0	0
HP:3000077	3000077	Abnormal mandible condylar process morphology	0	0	2	0.0005
HP:3000078	3000078	Abnormal mandible coronoid process morphology	0	0	0	0
HP:3000079	3000079	Abnormal mandibular symphysis morphology	0	0	0	0
HP:4000001	4000001	Abnormal cardiac magnetic resonance imaging finding	0	0	0	0
HP:4000003	4000003	Elevated myocardial native T2	0	0	0	0
HP:4000004	4000004	Myocardial late gadolinium enhancement	1	0.0001	0	0
HP:4000005	4000005	Pericardial late gadolinium enhancement	0	0	0	0
HP:4000006	4000006	Elevated myocardial native T1	0	0	0	0
HP:4000007	4000007	Bronchoconstriction	5	0.0006	9	0.0021
HP:4000008	4000008	Formation of multiple pronuclei during fertilization	1	0.0001	0	0
HP:4000009	4000009	Kinesiophobia	0	0	0	0
HP:4000010	4000010	Impaired renal tubular reabsorption of bicarbonate	1	0.0001	0	0
HP:4000011	4000011	History of congenital HPV infection	0	0	0	0
HP:4000012	4000012	Necrotizing ileitis	0	0	0	0
HP:4000013	4000013	Anti-desmoglein-1 antibody positivity	0	0	1	0.0002
